image_uid,category,category_p,p_cat_face_person,p_cat_animal,p_cat_landmark_place,p_cat_landscape_nature,p_cat_object,p_cat_vehicle,p_cat_food,p_cat_scene_with_people,p_cat_cartoon_art,attr_famous,attr_face_visible,attr_single_object,attr_indoor,attr_natural,attr_text_present,attr_colorful,attr_emotional,attr_child,attr_smiling,fine,fine_p
img_0222,vehicle,0.9416516,0.008849144,0.006251723,0.000778581,0.0016458211,0.036251158,0.9416516,0.0017843869,0.0023421124,0.00044553846,0.20934208,0.852393,0.8279252,0.82645124,0.06127257,0.95717335,0.26802814,0.1154311,0.3187286,0.4560194,car,0.8893398
img_0223,vehicle,0.99170107,0.00056982733,0.0009340316,0.00060303777,2.7087868e-05,0.002752381,0.99170107,0.00020311231,0.002667633,0.0005418003,0.17647442,0.78436685,0.9091844,0.1529161,0.12779649,0.9403998,0.3070645,0.15853684,0.095668785,0.44311652,car,0.9169885
img_0224,vehicle,0.92092526,0.004295638,0.0020205071,0.0003342899,0.0001901128,0.06946958,0.92092526,0.0009089491,0.0013960665,0.0004595492,0.08971142,0.6545058,0.94585925,0.96943843,0.055782832,0.9451886,0.15444848,0.07246075,0.06238679,0.22886227,car,0.851328
img_0225,food,0.9980274,0.00045221896,0.00025509833,1.8892712e-05,3.107411e-05,0.00086087233,0.00014154449,0.9980274,0.0001723486,4.0457453e-05,0.41225603,0.8625881,0.80433625,0.78173345,0.3583057,0.73114145,0.97689986,0.17703032,0.044715073,0.6597311,cooked meal,0.80051774
img_0226,food,0.9529803,0.008604787,0.007213579,0.001153375,0.00055131875,0.026036523,0.0016409061,0.9529803,0.0006194188,0.001199796,0.7495544,0.7508453,0.9900097,0.31937838,0.42039087,0.8749678,0.9441782,0.23734936,0.01177762,0.6783674,fast food,0.62215346
img_0227,food,0.8795305,0.0308694,0.009914708,0.0008815864,0.008643046,0.056386083,0.0035522918,0.8795305,0.0038460826,0.0063764118,0.23346834,0.68076384,0.84526885,0.54542905,0.7875006,0.77710366,0.98007846,0.284764,0.038708966,0.6797653,fruit or vegetable,0.9655325
img_0228,food,0.9287442,0.017141538,0.006116493,0.00070403324,0.0003750392,0.041838128,0.0019269247,0.9287442,0.0022778288,0.0008757942,0.45723847,0.87668926,0.94746375,0.2770529,0.20313726,0.86825454,0.98999536,0.66616476,0.047974825,0.47592926,fast food,0.55978817
img_0229,food,0.9597841,0.0027304399,0.001755911,0.0004775044,0.0006229506,0.031444572,0.0007241351,0.9597841,0.0020609929,0.00039941218,0.1431222,0.66211796,0.83486336,0.697388,0.58210456,0.8394709,0.98080796,0.07727019,0.07242563,0.3213281,fruit or vegetable,0.9425396
img_0230,food,0.99262154,0.001083852,0.0010466294,0.0001346862,0.0004688554,0.0034926496,0.00032712473,0.99262154,0.00025945355,0.00056531356,0.2801226,0.5325282,0.8435876,0.94040996,0.5873233,0.76180893,0.989786,0.19633608,0.06686859,0.79069835,dessert or baked goods,0.7663952
img_0231,food,0.97411555,0.0041481312,0.0021288134,0.00045575586,0.0002020999,0.01538868,0.0004228597,0.97411555,0.0014354959,0.0017025392,0.2788037,0.73797554,0.9603768,0.8272929,0.2980043,0.94909775,0.7710758,0.13316886,0.020186143,0.6236442,dessert or baked goods,0.9295655
img_0232,food,0.95343214,0.009425623,0.004451916,0.00046001506,0.0050206077,0.021566251,0.002201917,0.95343214,0.0023308662,0.0011107067,0.18844585,0.5192652,0.8555891,0.6983367,0.79374033,0.673516,0.9913901,0.053723082,0.06068935,0.5827466,fruit or vegetable,0.9721016
img_0233,food,0.92718995,0.007106116,0.0066066333,0.0014601168,0.0014262851,0.032584738,0.0013750765,0.92718995,0.018173363,0.0040778047,0.4427532,0.106238425,0.06381314,0.50723934,0.2546407,0.8142868,0.976144,0.2267572,0.04134176,0.38340905,dessert or baked goods,0.2555993
img_0234,face_person,0.8203537,0.8203537,0.03507361,0.014901522,0.0036736904,0.06699641,0.017901858,0.0051820185,0.03037899,0.005538274,0.37799078,0.99484575,0.88361865,0.633958,0.2294782,0.8927077,0.2630311,0.32354912,0.06975902,0.027137537,politician,0.9478767
img_0235,landmark_place,0.9375624,0.005777184,0.0035774463,0.9375624,0.019869726,0.021356909,0.0050617787,0.0011861807,0.0028403974,0.002767945,0.6708657,0.33984387,0.98288214,0.085822344,0.0571099,0.62611794,0.9281083,0.22648074,0.13261895,0.27239558,famous monument,0.926315
img_0236,landmark_place,0.95138264,0.0033268146,0.001947128,0.95138264,0.020492325,0.008232375,0.0015933759,0.00077482284,0.008774105,0.003476405,0.31047872,0.3860245,0.44060555,0.0942193,0.10364739,0.6321587,0.9378063,0.33898684,0.010880408,0.33948323,skyline or city at night,0.7690128
img_0237,landmark_place,0.71921784,0.0063670864,0.00533954,0.71921784,0.22997975,0.0131895,0.0038085224,0.00148255,0.017920945,0.0026942412,0.5232505,0.2968059,0.77404374,0.018540591,0.15830696,0.75695604,0.6981024,0.2286819,0.048346683,0.7181637,skyline or city at night,0.26294494
img_0238,landscape_nature,0.35094884,0.040651314,0.06512786,0.2737956,0.35094884,0.108727165,0.036167275,0.04740724,0.040212598,0.036962084,0.5262957,0.21203373,0.8816471,0.15037233,0.251592,0.674076,0.95659727,0.562108,0.066456325,0.7795333,casino or theme park,0.3514563
img_0239,landmark_place,0.9654575,0.0038905279,0.0012770346,0.9654575,0.004467196,0.015604005,0.0015621923,0.0006709314,0.0055464874,0.0015240321,0.41926754,0.33189577,0.9311296,0.0635207,0.033553302,0.7663548,0.45612207,0.32472372,0.03433768,0.27923846,bridge,0.9450665
img_0240,landmark_place,0.81795627,0.011110356,0.0046617785,0.81795627,0.114025734,0.025826441,0.006781308,0.0023082495,0.014235673,0.003094251,0.44187477,0.30020836,0.9503085,0.040349685,0.051473096,0.56297916,0.68384355,0.20764649,0.046737533,0.38915017,bridge,0.88135034
img_0241,landscape_nature,0.6161926,0.0043779886,0.0035550597,0.15620819,0.6161926,0.008454148,0.20261048,0.0011514587,0.004935909,0.0025141395,0.29984623,0.4737585,0.7802383,0.030151272,0.259193,0.42248604,0.9723531,0.3513332,0.04071477,0.25861987,mountain or canyon,0.5482226
img_0242,landmark_place,0.6067011,0.0050565214,0.0056656282,0.6067011,0.25140092,0.033443965,0.012997155,0.0050517395,0.07757556,0.0021075178,0.22478381,0.12624346,0.7604923,0.063051686,0.5232828,0.5466252,0.77268517,0.24250612,0.0654201,0.20739807,famous monument,0.707368
img_0243,landmark_place,0.7664772,0.0074648084,0.008715801,0.7664772,0.07130518,0.08230627,0.012973135,0.0026986233,0.047304105,0.0007548448,0.17427984,0.17508224,0.972329,0.04445265,0.5368517,0.48425815,0.57083654,0.2832037,0.042715017,0.14105132,famous monument,0.9150059
img_0244,landscape_nature,0.93556064,0.0076163826,0.0037143147,0.03774392,0.93556064,0.0036698866,0.006741784,0.00233497,0.0019957775,0.0006223069,0.51742136,0.2193068,0.79608047,0.029022468,0.5723162,0.15036015,0.93055016,0.5486338,0.048277665,0.4003839,mountain or canyon,0.86263376
img_0245,landscape_nature,0.9284302,0.0037829794,0.0018118974,0.051455956,0.9284302,0.0022057046,0.0031176698,0.0009651811,0.007855571,0.00037485233,0.39286533,0.17478548,0.69384015,0.024447642,0.68305415,0.18742937,0.9640498,0.370668,0.03933349,0.11438938,mountain or canyon,0.79918104
img_0246,landmark_place,0.6615607,0.03199835,0.008085607,0.6615607,0.21106228,0.03235085,0.010471558,0.008829178,0.0321459,0.0034955111,0.762022,0.2696237,0.91251254,0.032914095,0.31808203,0.36116034,0.8142232,0.6337327,0.075052634,0.42996827,waterfall or lake,0.97664076
img_0247,landmark_place,0.8776505,0.0074724774,0.007632164,0.8776505,0.013303992,0.034411576,0.011055134,0.007146695,0.040440314,0.0008872546,0.47683752,0.17990479,0.97956055,0.0876248,0.24812438,0.836215,0.6306379,0.14549886,0.11071767,0.37507585,temple or church,0.46907693
img_0248,landmark_place,0.48290485,0.1337688,0.0055103037,0.48290485,0.3028138,0.007122421,0.00608109,0.0006841049,0.038907338,0.022207286,0.35504603,0.44671014,0.28542563,0.021676283,0.5093411,0.32021856,0.7249498,0.20159514,0.01979907,0.041599996,famous monument,0.9761185
img_0249,landmark_place,0.8948346,0.01690079,0.008770876,0.8948346,0.007923312,0.03523133,0.011403303,0.0053983876,0.017753243,0.0017841662,0.593457,0.3494308,0.9439281,0.20937681,0.09296596,0.7866635,0.8753768,0.62251765,0.06488478,0.43323714,stadium or arena,0.5636161
img_0250,object,0.31346828,0.287827,0.02542176,0.14209875,0.0903307,0.31346828,0.05510652,0.010696342,0.06760103,0.007449611,0.3056803,0.3991834,0.9823698,0.1737072,0.12720427,0.79805183,0.30314118,0.456732,0.44487467,0.40951315,space or planet,0.9254954
img_0251,landmark_place,0.97006625,0.0026823608,0.001608087,0.97006625,0.0077192816,0.008180633,0.0014645822,0.00056982145,0.0064488645,0.0012601598,0.48369935,0.22883569,0.8836435,0.087401524,0.07356642,0.92808545,0.57423013,0.4623654,0.038422894,0.65820557,famous monument,0.37893143
img_0252,face_person,0.89288396,0.89288396,0.00817674,0.0013508932,0.0016051099,0.016402064,0.0028173134,0.0012558993,0.002587389,0.07292062,0.19202833,0.9887044,0.9822302,0.49880219,0.58142245,0.50499326,0.844927,0.13553615,0.28324553,0.33751094,painting or artwork,0.6520712
img_0253,scene_with_people,0.24646391,0.10850478,0.03314528,0.16271885,0.030054756,0.16686954,0.11405197,0.015361977,0.24646391,0.12282897,0.40360954,0.09533991,0.8952676,0.059703443,0.082853876,0.77012086,0.40544778,0.8729079,0.0916328,0.21034938,famous monument,0.3561654
img_0254,face_person,0.93326443,0.93326443,0.016491381,0.0014349477,0.0038366274,0.026348783,0.0011526588,0.0029122012,0.005894602,0.008664429,0.85862136,0.9629215,0.91431344,0.80539554,0.8611363,0.17081492,0.012247042,0.42854118,0.03986205,0.009934973,athlete,0.11940731
img_0255,face_person,0.52139556,0.52139556,0.21798603,0.06315493,0.015546959,0.030111304,0.03016695,0.020121485,0.04868084,0.052835893,0.9072776,0.684121,0.7754617,0.6508076,0.32658175,0.5356911,0.64789003,0.21842894,0.023487216,0.3896431,athlete,0.7773264
img_0256,object,0.98281,0.0035702004,0.003456742,0.001942673,0.0013942067,0.98281,0.0012713636,0.0031601277,0.0010721567,0.0013225739,0.100183725,0.82348734,0.99058795,0.12504679,0.076954454,0.9683375,0.21943909,0.03733298,0.038268864,0.75697327,phone or computer,0.70573896
img_0257,face_person,0.8663591,0.8663591,0.03880061,0.009123901,0.00096815603,0.041352693,0.008023285,0.003223542,0.0101979375,0.021950731,0.65495855,0.9757923,0.900074,0.8116002,0.1511068,0.71152455,0.4272931,0.052513983,0.016011227,0.9532784,athlete,0.85872203
img_0258,animal,0.57281655,0.031427875,0.57281655,0.012701256,0.08795206,0.03602976,0.057885915,0.0093621565,0.10273012,0.089094274,0.551845,0.04227043,0.42675126,0.29976216,0.8689053,0.12524225,0.02623658,0.7272133,0.047470786,0.13210003,horse,0.9500839
img_0259,face_person,0.5313954,0.5313954,0.38346657,0.002232144,0.01905068,0.03941964,0.009824084,0.0070550665,0.0026257676,0.004930692,0.32958636,0.8989688,0.9599783,0.10156611,0.5322832,0.79501545,0.8059618,0.85868317,0.07722926,0.08540143,horse,0.94672275
img_0260,vehicle,0.7967211,0.004600653,0.045880187,0.0012380611,0.0013382549,0.04532604,0.7967211,0.011781411,0.086563244,0.0065510175,0.4262222,0.37314248,0.44183713,0.19909073,0.5554287,0.48109287,0.22685887,0.7494008,0.12865144,0.3811062,horse,0.9036747
img_0261,animal,0.6740446,0.034983296,0.6740446,0.020593842,0.006708694,0.05425744,0.016446423,0.0310696,0.1544248,0.007471182,0.68514895,0.106222674,0.6648944,0.29112726,0.62919366,0.1511998,0.29870304,0.34989446,0.03898643,0.6454203,horse,0.77172166
img_0262,animal,0.5404971,0.06581946,0.5404971,0.011185418,0.011056349,0.06385369,0.07436716,0.06765191,0.1582092,0.007359695,0.27515823,0.16403306,0.7240517,0.1843464,0.69231504,0.45689908,0.43707484,0.55471075,0.22460836,0.23441519,horse,0.85506165
img_0263,cartoon_art,0.6611914,0.14491545,0.08618591,0.006478903,0.0012886157,0.037394967,0.006112087,0.0066813654,0.049751353,0.6611914,0.8041077,0.40247697,0.71185523,0.4695996,0.2544033,0.2569077,0.16677873,0.27145985,0.027493896,0.13359989,fictional movie character,0.27477455
img_0264,face_person,0.8991468,0.8991468,0.019207641,0.0036596805,0.0012546749,0.054732617,0.0031328532,0.0037757289,0.011574343,0.0035155625,0.41433868,0.94846416,0.74536794,0.46544915,0.23593155,0.9027654,0.5445119,0.10887469,0.044709697,0.12567104,tv host,0.82269645
img_0265,vehicle,0.9880305,0.0018570117,0.0031306802,0.0007733193,0.00069738564,0.002736556,0.9880305,0.00035633513,0.00063066307,0.001787602,0.6987954,0.78298414,0.93062335,0.2717689,0.22286822,0.69512796,0.5166745,0.43425137,0.09706392,0.094678834,truck or off-road vehicle,0.98860687
img_0266,scene_with_people,0.5970014,0.17656079,0.056169447,0.007596562,0.007316391,0.035654813,0.0022873625,0.014777516,0.5970014,0.102635786,0.609949,0.15009668,0.6162062,0.107700765,0.7517208,0.041809548,0.5693313,0.43617257,0.18881603,0.18329133,fictional movie character,0.2664836
img_0267,animal,0.8715123,0.044947226,0.8715123,0.004101742,0.020902444,0.03131831,0.010415138,0.0028875053,0.0031764132,0.010739029,0.4891703,0.40075666,0.96833885,0.073842876,0.90260106,0.345229,0.46788874,0.12336891,0.027732858,0.19060245,horse,0.2060508
img_0268,vehicle,0.88172555,0.0018407825,0.008389821,0.0021470252,0.00043933242,0.1009577,0.88172555,0.00079020206,0.0021213235,0.001588186,0.38695616,0.9821686,0.98787224,0.21324368,0.025734434,0.94846,0.85022664,0.08805363,0.023205837,0.26088896,truck or off-road vehicle,0.9677311
img_0269,vehicle,0.99497604,0.0007288057,0.0018883169,0.00034084378,0.0004259251,0.0012099666,0.99497604,9.2500966e-05,0.00018305397,0.00015468059,0.77805537,0.54191834,0.8236794,0.13250577,0.14368498,0.112140074,0.16650696,0.28099114,0.11086855,0.45350528,truck or off-road vehicle,0.9661596
img_0270,vehicle,0.97032565,0.0015113993,0.0044600954,0.0024269568,0.0003562977,0.016469518,0.97032565,0.0014107983,0.0014204349,0.0016188216,0.6929384,0.8031642,0.9503838,0.24835931,0.15657257,0.96970356,0.587694,0.25022542,0.023950337,0.28146768,truck or off-road vehicle,0.885905
img_0271,vehicle,0.9710023,0.0028650505,0.0014926103,0.0003637664,0.0002211153,0.021391435,0.9710023,0.000462712,0.0009993254,0.0012016656,0.1754859,0.73576444,0.5834755,0.51875854,0.072372474,0.9726557,0.9971003,0.15598683,0.2310407,0.3022756,car,0.5606971
img_0272,vehicle,0.9530069,0.003648299,0.019110836,0.0014666424,0.003334192,0.016410684,0.9530069,0.00054801593,0.00087253586,0.0016018848,0.7746343,0.33855402,0.8979508,0.07559011,0.3813109,0.6596202,0.8924094,0.10757435,0.06480822,0.89444226,truck or off-road vehicle,0.9179177
img_0273,animal,0.38553837,0.064923115,0.38553837,0.010829976,0.022437556,0.056041036,0.00978739,0.10387535,0.33710542,0.0094617605,0.63126755,0.59318864,0.8515,0.09388614,0.57027435,0.29810885,0.6960528,0.1621573,0.012420812,0.25503114,farm animal,0.9483498
img_0274,landmark_place,0.8139203,0.023629606,0.006455246,0.8139203,0.018306028,0.027674854,0.0044889012,0.0056088744,0.087258086,0.012658105,0.59839517,0.18393292,0.6345977,0.006419681,0.26152536,0.9884899,0.82362586,0.26082277,0.028179115,0.7327039,logo or sign,0.75420266
img_0275,vehicle,0.9734441,0.0013588914,0.002393172,0.0015597875,0.00067553006,0.018444749,0.9734441,0.0009181698,0.00087430084,0.00033123503,0.38948664,0.7290954,0.9815964,0.59960514,0.2263705,0.9195969,0.27495894,0.09491976,0.027496548,0.4082855,car,0.9682521
img_0276,vehicle,0.2816834,0.028814541,0.075467214,0.19947538,0.16409618,0.11018283,0.2816834,0.016116822,0.1148306,0.009333058,0.6054765,0.102092244,0.5815556,0.096166305,0.08215162,0.8696095,0.60663956,0.08748964,0.012467388,0.40534344,casino or theme park,0.686108
img_0277,object,0.288446,0.03340674,0.025239633,0.17712304,0.010580026,0.288446,0.27123415,0.022472326,0.13062973,0.040868383,0.6226225,0.20889258,0.65029943,0.51691365,0.10071905,0.61362875,0.09200241,0.58532757,0.049042735,0.2851176,airplane or spacecraft,0.28043884
img_0278,landmark_place,0.40382496,0.012037775,0.011282654,0.40382496,0.06326923,0.20084457,0.096832246,0.01411022,0.15426421,0.043534134,0.73632985,0.2599878,0.6398292,0.22137007,0.11332347,0.2585961,0.14829901,0.18707377,0.030246345,0.48355407,airplane or spacecraft,0.3430393
img_0279,vehicle,0.93821245,0.0034514472,0.012156164,0.001230459,0.00021602592,0.038904324,0.93821245,0.0023064902,0.0024166554,0.0011059741,0.5245203,0.4750878,0.99856395,0.039254576,0.2352686,0.9078861,0.27443376,0.03779464,0.07135157,0.37917718,truck or off-road vehicle,0.6168329
img_0280,face_person,0.8609987,0.8609987,0.017420754,0.003726999,0.008248767,0.06616781,0.016016183,0.0022192446,0.020535044,0.004666446,0.6139773,0.9899446,0.9742886,0.6061447,0.19420955,0.41177088,0.51574045,0.39500746,0.14587513,0.028909808,scientist,0.17872848
img_0281,face_person,0.8225312,0.8225312,0.0429439,0.0034475522,0.0020870576,0.04989177,0.0047062626,0.01503335,0.038147483,0.021211265,0.5486107,0.9529849,0.97949666,0.86567366,0.5720417,0.33404058,0.5097544,0.6968318,0.055387534,0.038925517,fictional movie character,0.60925907
img_0282,scene_with_people,0.64189595,0.17274976,0.042851154,0.0031605,0.0023859937,0.040504623,0.0045842873,0.055512555,0.64189595,0.036355298,0.7352509,0.8014619,0.8258807,0.8588035,0.39931834,0.64903706,0.7988775,0.36712492,0.10411952,0.10776513,tv host,0.2730359
img_0283,face_person,0.80526674,0.80526674,0.064256184,0.00267693,0.004686595,0.05327137,0.028497363,0.016655594,0.013028192,0.011661102,0.68330973,0.9542549,0.87014294,0.7663363,0.81374514,0.67758197,0.21035032,0.33224773,0.116742566,0.9732573,athlete,0.14604601
img_0284,face_person,0.9497087,0.9497087,0.023483263,0.0009314163,0.0006440274,0.013244518,0.001063644,0.0036429544,0.005655042,0.0016264851,0.8065403,0.9926577,0.96671003,0.23815577,0.56541264,0.32825893,0.29270148,0.048212245,0.35151842,0.40375325,child,0.30776265
img_0285,vehicle,0.97581255,0.0030646236,0.0062072035,0.0029995588,0.004557957,0.005560452,0.97581255,0.0004064412,0.0003451304,0.0010460241,0.7079094,0.577601,0.96831113,0.035969477,0.3000769,0.72340107,0.8432515,0.23653242,0.072243124,0.8123559,car,0.79187274
img_0286,vehicle,0.9185199,0.008495105,0.015243069,0.0016595873,0.0012509936,0.044045664,0.9185199,0.003681864,0.0015386778,0.0055652047,0.339757,0.8199156,0.9323851,0.6977622,0.1830613,0.5332508,0.023088232,0.08047327,0.06429821,0.21161626,car,0.9062933
img_0287,animal,0.85949653,0.07938221,0.85949653,0.0060870224,0.00631955,0.021250578,0.0052432995,0.005326174,0.0086621195,0.008232505,0.69183135,0.9172115,0.9368501,0.114821754,0.76823807,0.5506168,0.52386236,0.4771592,0.012190227,0.34086987,wild mammal,0.6189946
img_0288,animal,0.80448455,0.028234607,0.80448455,0.013153749,0.04307243,0.044972025,0.021753315,0.012721068,0.019835351,0.011772877,0.76951426,0.27103534,0.95840013,0.071925074,0.68640536,0.75760424,0.26705292,0.5511638,0.013149333,0.86240375,marine animal,0.9688511
img_0289,scene_with_people,0.5186672,0.2114919,0.084037304,0.018366948,0.007900957,0.026002327,0.08625068,0.025888013,0.5186672,0.021394724,0.8559841,0.24180745,0.37744114,0.34685752,0.37412858,0.32145998,0.12105541,0.46785265,0.010749897,0.08956045,couple,0.5407745
img_0290,face_person,0.42501453,0.42501453,0.15437019,0.0041995514,0.00293006,0.28415346,0.008030351,0.06883613,0.035300776,0.017164957,0.8990402,0.7637726,0.97826695,0.77368593,0.34274894,0.3101877,0.33029857,0.1889633,0.31408176,0.45791358,tv host,0.638606
img_0291,face_person,0.4758172,0.4758172,0.033157177,0.002903903,0.0015985813,0.08584928,0.005265555,0.044561896,0.33648527,0.014361173,0.64495796,0.8316817,0.8335136,0.7613369,0.6539134,0.5975859,0.7229184,0.6153886,0.02403757,0.30968875,couple,0.45472705
img_0292,vehicle,0.97446775,0.0016880193,0.0012816178,0.00033412344,0.00015312145,0.019224517,0.97446775,0.00092095864,0.0013409406,0.0005890347,0.116569206,0.60916185,0.77989763,0.72449505,0.05218451,0.98162377,0.98596513,0.046963923,0.1532081,0.31702924,car,0.51543885
img_0293,scene_with_people,0.513802,0.008781246,0.002147525,0.0010427088,0.0011464438,0.008147654,0.4558367,0.0013843372,0.513802,0.0077113817,0.8868612,0.39761534,0.90768176,0.68358827,0.19703011,0.5676291,0.7678592,0.7047725,0.10486985,0.36032373,car,0.5949957
img_0294,vehicle,0.9602118,0.002250804,0.014752051,0.00034233168,0.0012177919,0.018742621,0.9602118,0.00084127905,0.00065150147,0.0009898273,0.4216439,0.55951476,0.98707294,0.1701546,0.29656985,0.7635909,0.85428405,0.13064112,0.08741825,0.6177545,car,0.8416419
img_0295,object,0.84796935,0.018449582,0.0072866143,0.0011521778,0.0039425017,0.84796935,0.0023353605,0.046860736,0.054261617,0.017742045,0.58940065,0.7222149,0.5759277,0.3768739,0.24325071,0.58750963,0.18531372,0.02707838,0.008942221,0.016648447,clothing or bag,0.24786541
img_0296,landscape_nature,0.49988678,0.039163493,0.022878485,0.047294818,0.49988678,0.118860625,0.01646226,0.08912953,0.15789902,0.0084250355,0.03500096,0.112293236,0.67570275,0.020302473,0.6005028,0.46769074,0.99913675,0.18766215,0.2982338,0.54605085,flowers,0.807892
img_0297,landmark_place,0.9046187,0.005222809,0.0034313549,0.9046187,0.011913769,0.03002196,0.008202962,0.005740807,0.030375618,0.00047200953,0.24049401,0.50674254,0.93043166,0.0227285,0.14218697,0.89324087,0.9510778,0.3515036,0.21067399,0.40246046,temple or church,0.81129557
img_0298,face_person,0.65903515,0.65903515,0.020235904,0.0015310497,0.014409194,0.22829227,0.0034822396,0.01775701,0.010850004,0.04440724,0.4527386,0.9393211,0.788982,0.62281156,0.5488681,0.8249897,0.8181473,0.16857445,0.05767141,0.018675704,clothing or bag,0.11096073
img_0299,scene_with_people,0.8669696,0.025813783,0.010720857,0.004692904,0.013546204,0.0114870025,0.032995492,0.002041928,0.8669696,0.031732243,0.76439565,0.40382072,0.41216502,0.044641804,0.2998947,0.27586484,0.6700237,0.21930124,0.089121915,0.30677238,fictional movie character,0.3443385
img_0300,scene_with_people,0.7103499,0.015947655,0.03067039,0.0700653,0.006465841,0.10212599,0.031762067,0.013668933,0.7103499,0.01894398,0.76394874,0.152092,0.7679041,0.9317668,0.08341579,0.9991398,0.7937268,0.38986224,0.042606506,0.17069449,stadium or arena,0.9461779
img_0301,vehicle,0.96961516,0.0027597707,0.0022420522,0.0014230734,0.00037335616,0.0036333213,0.96961516,0.00057620875,0.017818667,0.0015583978,0.60050786,0.37606084,0.70323634,0.29345033,0.2206532,0.8622862,0.78846043,0.74747956,0.23057781,0.6256915,car,0.59266007
img_0302,object,0.9515617,0.01260101,0.0026708245,0.0047952174,0.0019158138,0.9515617,0.0044493647,0.0061475704,0.0065694666,0.00928908,0.4287243,0.9510249,0.5696446,0.46548378,0.13268127,0.9865702,0.7347111,0.029276593,0.06542546,0.14386553,watch or jewelry,0.98682016
img_0303,object,0.7546709,0.0481566,0.040796146,0.0126452185,0.0050375243,0.7546709,0.06831456,0.03581795,0.022864407,0.0116967885,0.7175256,0.31861556,0.9230012,0.10064185,0.5043973,0.9652857,0.4832116,0.6755444,0.12164274,0.19252066,athlete,0.89458716
img_0304,scene_with_people,0.3288977,0.12651171,0.039738122,0.07629497,0.25606912,0.059148,0.041580506,0.04884862,0.3288977,0.02291127,0.26024953,0.108999126,0.8235206,0.065456614,0.5356578,0.6762776,0.4618695,0.85962576,0.029794643,0.121137835,forest or field,0.24903078
img_0305,face_person,0.96415085,0.96415085,0.008340552,0.0006746617,0.0011486742,0.00957103,0.0014113473,0.0023044767,0.009891058,0.0025073325,0.7349771,0.99708265,0.98972625,0.10196887,0.7682089,0.22418015,0.7256885,0.229099,0.058366273,0.95084506,tv host,0.22949155
img_0306,face_person,0.9465537,0.9465537,0.0074290386,0.0005431643,0.0013262038,0.018678276,0.0016742737,0.0032295007,0.017681167,0.0028846648,0.6659077,0.99518675,0.9953375,0.16270742,0.5781268,0.5817533,0.5488265,0.25428104,0.11914185,0.2950224,actor,0.75178313
img_0307,scene_with_people,0.8566639,0.034244075,0.016948296,0.004727713,0.0022997346,0.0032651671,0.009118834,0.0040566972,0.8566639,0.06867563,0.897166,0.31540105,0.51269066,0.30726177,0.51265305,0.009217413,0.7518955,0.20032199,0.22915898,0.23726995,fictional movie character,0.43965474
img_0308,vehicle,0.929188,0.00043996604,0.00068847433,0.00022988627,0.0001421826,0.06756856,0.929188,0.0004142735,0.0008255722,0.00050310907,0.20158717,0.76070064,0.67766035,0.37968424,0.046541285,0.9947472,0.34823135,0.18403888,0.06282658,0.53715235,truck or off-road vehicle,0.8623429
img_0309,scene_with_people,0.4151484,0.027855942,0.015073974,0.08980251,0.005778795,0.04141453,0.087921575,0.0029888868,0.4151484,0.31401542,0.642849,0.8310432,0.042033315,0.2391237,0.05175759,0.81407213,0.94760895,0.5107115,0.026723787,0.041194,fictional movie character,0.32648313
img_0310,scene_with_people,0.88402176,0.025352862,0.0068190894,0.003568961,7.594986e-05,0.029536095,0.037047338,0.008076367,0.88402176,0.0055015143,0.06946095,0.6455914,0.71852887,0.9593944,0.017486963,0.9894776,0.9597473,0.8084066,0.16718918,0.33908257,couple,0.22302479
img_0311,cartoon_art,0.33769062,0.20786627,0.04963761,0.007846175,0.003711491,0.17814504,0.039933886,0.011027061,0.16414182,0.33769062,0.07250127,0.1042208,0.87498033,0.72893,0.05171931,0.9189374,0.043898005,0.6207694,0.13082926,0.21023029,musician,0.13419162
img_0312,vehicle,0.450319,0.32205996,0.04953393,0.0059059947,0.031704012,0.04388555,0.450319,0.009126366,0.054546278,0.03291895,0.75327814,0.9062337,0.7171981,0.06622761,0.7567419,0.21859443,0.979123,0.5016527,0.13004915,0.5316435,car,0.18114877
img_0313,face_person,0.6869318,0.6869318,0.07872869,0.005563107,0.0022414094,0.031942964,0.006000646,0.024620365,0.030932141,0.13303882,0.7917849,0.84169716,0.9310186,0.82499075,0.25112364,0.48831576,0.5068927,0.40761614,0.059969664,0.17584302,cartoon character,0.5025233
img_0314,cartoon_art,0.49946305,0.025828151,0.054602012,0.03021276,0.07631981,0.21242265,0.044023912,0.0034993088,0.053628296,0.49946305,0.5662298,0.608281,0.64858896,0.058403816,0.43021467,0.47402814,0.92538536,0.29786748,0.09201803,0.46580747,scientist,0.10811437
img_0315,cartoon_art,0.6713432,0.027766516,0.11810806,0.0026171824,0.021859381,0.013852859,0.010412701,0.0077472483,0.12629282,0.6713432,0.51512116,0.23445694,0.27505326,0.28634304,0.805386,0.5479361,0.018716577,0.88656324,0.08208909,0.34990013,fictional movie character,0.2745592
img_0316,face_person,0.33437157,0.33437157,0.3061853,0.006293398,0.005419198,0.010391467,0.004495493,0.013262932,0.03864354,0.28093714,0.9192996,0.83111817,0.7940071,0.6270716,0.5982091,0.34258872,0.9021302,0.32445398,0.028020866,0.3895651,fictional movie character,0.51897013
img_0317,face_person,0.41375995,0.41375995,0.013919881,0.009299153,0.00055183866,0.19402303,0.008780063,0.0044125444,0.02115314,0.3341004,0.4013587,0.8883398,0.85100776,0.694033,0.14912458,0.47846314,0.7364421,0.1658898,0.10963556,0.9301731,cartoon character,0.6359203
